aardvark|anteater,placental
bridgework|bridge,denture,plate
briefly|concisely,shortly
brigand|bandit,thief
brightly|bright,brilliantly
brilliancy|brightness,luster,splendor
brilliantly|bright,brightly
brimstone|sulfur,sulphur
brindle|brindled,patterned,tabby
brindled|brindle,patterned,tabby
brininess|salinity,saltiness
brioche|bun,roll
briquet|block,briquette
briquette|block,briquet
britches|breeches,knickerbockers,knickers
brittleness|crispiness,crispness
broadband|band,system
broadcaster|communicator,spreader
broadcasting|medium,telecommunication
broadly|generally,loosely
broadness|breadth,wideness,width
brogan|brogue,clodhopper,shoe
brogue|brogan,clodhopper,shoe
broiler|chicken,oven
broke|bust,poor
brokenhearted|heartbroken,heartsick,sorrowful
bromine|element,halogen
bronc|bronco,mustang
bronchitic|ill,sick
bronco|bronc,mustang
broncobuster|buster,equestrian,horseman
brontosaur|brontosaurus,sauropod
brontosaurus|brontosaur,sauropod
brooder|apparatus,incubator,setup
brooklet|brook,creek
broomstick|grip,handle,hold
broth|soup,stock
browbeaten|afraid,hangdog,intimidated
brown-nose|blandish,flatter
brownish|brown,chromatic
brownout|blackout,dark,darkness
bruiser|bull,man
bruising|forceful,harmful
bruit|gossip,rumor
brunch|eat,meal,repast
brunt|force,forcefulness,strength
brushwork|proficiency,technique
brusque|curt,discourteous,short
brusquely|bluffly,bluntly,roundly
brutally|savagely,viciously
bubo|node,symptom
buckboard|carriage,equipage,rig
buckler|armor,shield
buckshot|pellet,shot
buckskin|leather,mount
buckskins|breeches,knickerbockers,knickers
buckwheat|cereal,grain,herb
budgerigar|budgie,lovebird,parakeet
budgie|budgerigar,lovebird,parakeet
buffoonish|clownish,humorous,zany
bulgy|bulbous,protuberant
bulimia|hunger,hungriness
bulimic|hunger,hungriness,sufferer
bulkhead|divider,partition
bulkiness|bigness,largeness,massiveness
bulky|big,large
bulldoze|dismantle,level,raze
bullfinch|architect,designer,finch
bullhorn|loudspeaker,speaker
bullpen|area,cell
bullring|arena,bowl,stadium
bulrush|cattail,rush
bumper|abundant,glass
bumpiness|raggedness,roughness
bumptious|forward,self-assertive
bumpy|jumpy,rocky,rough
bun|bread,roll
bungalow|cottage,house
bunion|lump,puffiness,swelling
buoyant|cheerful,light,perky
burdensome|heavy,onerous,taxing
bureaucrat|functionary,official
bureaucratic|functionary,official,officialdom
burger|hamburger,sandwich
burgher|bourgeois,commoner
burglarize|burgle,heist,steal
burglarproof|protected,secure
burgle|burglarize,heist,steal
burgundy|vino,wine
burlap|gunny,sacking
burnable|combustible,ignitable
burner|apparatus,setup
burnt|cooked,tempered
bursa|city,metropolis,sac
bursitis|inflammation,redness
bush-league|bush,inferior
bushed|beat,dead,tired
bushman|nomad,pioneer
bushwhacker|hillbilly,rustic
businesslike|earnest,efficient,purposeful
businessman|bourgeois,businessperson
businessperson|bourgeois,capitalist
businesswoman|bourgeois,businessperson
busted|broken,burst
busywork|make-work,work
butane|fuel,gas,paraffin
butte|hill,town
buttercup|crowfoot,herb
button-down|conservative,conventional
buyback|purchase,redemption,repurchase
buyer|client,customer,purchaser
by|aside,away,past
by-and-by|future,futurity,hereafter
bylaw|prescript,rule
byplay|acting,business,playacting
c-section|caesarean,cesarean,delivery
cabala|secret,theosophy
cabby|cabdriver,driver
cabdriver|cabby,driver
cabin|compartment,confine,house
cabinetmaker|woodman,woodsman,woodworker
cablegram|cable,telegram,wire
cabochon|gem,gemstone,stone
caboose|car,galley,kitchen
cackler|babbler,biddy,hen
cadenced|rhythmic,rhythmical
cadet|plebe,trainee
cadre|cell,core,nucleus
cafe|coffeehouse,restaurant
caftan|cloak,dress,frock
cahoot|collusion,connivance
caitiff|cowardly,cur,fearful
cajolery|blandishment,flattery,palaver
calamari|seafood,squid
calcareous|carbonate,chalky
calcification|inaction,inactivity
calcimine|wash,whitewash
calculated|deliberate,measured,premeditated
caldron|cauldron,pot
calender|machine,press
calf|calfskin,leather
calfskin|calf,leather
calibration|activity,standardization
calisthenic|pattern,practice
callback|recall,request
calligraphic|hand,handwriting,script
calloused|callous,tough
callow|fledgling,inexperienced,unfledged
caloric|energy,thermal
camaraderie|chumminess,comradeship,sociability
camellia|bush,shrub
cameraman|cinematographer,photographer
camomile|chamomile,herb
camper|vacationer,vacationist
camping|encampment,habitation
campy|camp,tasteless
canape|appetizer,starter
canard|fable,fabrication,fiction
canasta|meld,rum,rummy
cancellation|negation,nullification,override
cancerous|malign,malignant
candelabra|candelabrum,candlestick
candelabrum|candelabra,candlestick
candidly|frankly,honestly
candied|glace,sugary
candlepower|intensity,strength
cankerous|ulcerated,ulcerous,unhealthy
cannery|factory,mill
cannibal|barbarian,man-eater,savage
cannibalism|pattern,practice
cannonade|assail,attack
cannonball|missile,projectile
canoeist|boater,boatman,paddler
cantata|classical,oratorio
canticle|anthem,hymn
canto|section,subdivision
cantonal|city,metropolis,port
cantonment|bivouac,camp,encampment
cantor|choirmaster,musician
canyon|canon,ravine
capably|ably,aptly,competently
capacious|big,large
capacitance|capacitor,capacity,condenser
capacitor|capacitance,condenser
capo|chief,head
cappuccino|coffee,java
caprice|desire,impulse,whim
capsicum|bush,pepper,shrub
capsize|overturn,turtle
capstan|winch,windlass
capstone|stone,stretcher,touch
captious|critical,faultfinding
carafe|bottle,decanter
carapace|cuticle,shell,shield
carat|karat,unit
carbon|copy,element,paper
carbonaceous|carboniferous,element
carbonation|permeation,suffusion
carboniferous|carbonaceous,element,period
carcinogen|matter,substance
cardamom|flavoring,herb,seasoning
cardigan|corgi,sweater
cardiogram|electrocardiogram,graph
cardiopulmonary|metabolism,metastasis,viscus
carefulness|attentiveness,caution,cautiousness
caregiver|adult,grownup,professional
carelessly|heedlessly,raffishly,rakishly
caress|stroke,touch
carfare|fare,transportation
carhop|server,waiter
caribou|deer,reindeer
caries|cavity,decay
carjacking|highjack,hijack
carload|assemblage,gathering,shipload
carnation|chromatic,pink
carnivore|placental,predator
carob|bean,foodstuff
carol|sing,song,strain
caroler|caroller,singer,vocalist
caroller|caroler,singer,vocalist
carouser|drinker,imbiber,juicer
carp|cavil,object
carper|critic,niggler
carpet|carpeting,cover,rug
carpetbagger|opportunist,self-seeker
carpeting|carpet,rug
carryall|bag,tote
cartilaginous|gristly,rubbery,tough
cartoonist|draftsman,drawer
cartwheel|dollar,wheel
carving|art,cutting,sculpture
caryatid|column,pillar
cask|barrel,vessel
cassia|laurel,tree
cast-iron|iron,robust
castaway|outcast,pariah,unfortunate
caste|class,position,status
casualness|familiarity,informality
casuist|reasoner,sophist
casuistic|argumentation,ethics,line
casuistry|argumentation,ethics,line
cat-o'-nine-tails|cat,whip
cataclysmal|cataclysmic,destructive
cataclysmic|cataclysmal,destructive
cataleptic|psycho,psychotic
cataloger|cataloguer,librarian
cataloguer|cataloger,librarian
catalyst|accelerator,activator,cause
cataract|falls,waterfall
catarrh|inflammation,redness
catastrophic|harmful,ruinous
catatonia|schizophrenia,tone
catchall|enclosure,receptacle
catcher|backstop,infielder,position
catchment|construction,structure
catechist|instructor,teacher
categorically|flatly,unconditionally
caterer|provider,supplier
caterpillar|cat,larva
catgut|cord,gut
cathedral|church,throne
catheter|tube,tubing
catholicity|generality,universality
catsup|condiment,ketchup
cattle|bovine,kine,oxen
catty|bitchy,malicious,weight
catwalk|platform,walk,walkway
cauldron|caldron,pot
caulking|caulk,sealant,sealer
causeless|fortuitous,unintended,unmotivated
cauterization|operation,surgery
cautiously|carefully,conservatively,guardedly
cautiousness|attentiveness,carefulness,caution
cavalry|horse,soldiery,troops
cavalryman|soldier,trooper
caveat|caution,notice,warning
caveman|primitive,troglodyte
cavern|cave,enclosure,hollow
cavernous|erectile,expansive,hollow
caviar|caviare,roe
caviare|caviar,roe
caviler|malcontent,pettifogger,quibbler
caw|cry,emit,utter
cedar|conifer,wood
celandine|herb,poppy
celebratory|affair,function,occasion
celery|herb,vegetable,veggie
celibate|chaste,continent
cello|string,violoncello
cellular|honeycombed,pitted
cemetery|graveyard,necropolis,site
cenotaph|memorial,monument
censorial|functionary,official
censorship|counterintelligence,deletion
centenarian|old,oldster
centenary|anniversary,centennial,period
centennial|anniversary,centenary,period
centered|central,concentrated
centerfold|foldout,spread
centime|cent,coin,penny
centrifugal|efferent,motor
centripetal|afferent,receptive,sensory
century|hundred,period
ceramic|instrumentality,instrumentation
cerebrate|cogitate,think
cerebration|thinking,thought
cerement|pall,shroud
ceremonially|ceremoniously,ritually
certainly|sure,surely
certifiable|certified,insane
certitude|certainty,overconfidence
cervical|opening,orifice
cervix|neck,opening,orifice
cesarean|caesarean,delivery
cessation|halt,stop,surcease
cesspool|cistern,sink,sump
chalice|cup,goblet
chalkboard|blackboard,sheet
chalky|achromatic,calcareous,carbonate
chamberlain|statesman,steward,treasurer
chambermaid|housemaid,maid,maidservant
chambers|architect,designer
chamomile|camomile,herb
chancel|area,sanctuary
chancellor|head,premier,principal
chandelier|pendant,pendent
changeability|changeableness,quality
changeableness|changeability,quality
channelization|canalization,direction,management
chaos|bedlam,confusion,pandemonium
chaplain|clergyman,reverend
chapped|cracked,rough
characterless|nondescript,ordinary
chard|beet,green,greens
chargeable|guilty,indictable
charger|courser,device,warhorse
chariness|caution,circumspection,wariness
charioteer|constellation,driver
charisma|attractiveness,interest
charismatic|attractive,magnetic
charitableness|generosity,generousness
charlatanism|dishonesty,knavery,quackery
charmed|delighted,enchanted,loving
charwoman|char,cleaner,woman
chary|cagey,cagy,cautious
chaser|drink,follower,pursuer
chasm|gap,opening
chatelaine|chain,mistress
chattel|movable,personalty
chauffeur|drive,driver
cheaply|inexpensively,stingily
cheapskate|miser,tightwad
checked|checkered,patterned,restrained
checkered|changeable,checked,patterned
checklist|list,listing
checkup|examination,medical,scrutiny
cheddar|cheese,hamlet,village
cheeky|brash,forward,nervy
cheerlessness|sadness,unhappiness
cheery|cheerful,gay,sunny
cheeseburger|burger,hamburger
cheesecloth|gauze,netting
chemical|material,stuff
cherish|love,treasure
chessman|man,piece
chewy|elastic,tough
chickadee|tit,titmouse
chickpea|garbanzo,legume
chicory|herb,root
chiefly|mainly,primarily,principally
chieftain|captain,headman,leader
chigger|flea,jigger
childbearing|birth,childbirth,parturition
childbirth|birth,childbearing,parturition
childhood|immaturity,puerility
childish|immature,infantile
chile|chili,chilly
chili|chile,chilly,dish
chiller|excitation,excitement
chilling|alarming,scary,shivery
chimera|imagery,imagination
chinaware|china,crockery,dishware
chipper|cheerful,debonair,jaunty
chiropodist|podiatrist,specialist
chiropody|medicine,podiatry
chiropractor|healer,therapist
chiseled|distinct,well-defined
chivalrous|courteous,gallant,knightly
chives|chive,herb
chlorinate|disinfect,process,treat
chlorine|element,gas,halogen
chlorofluorocarbon|fluorocarbon,pollutant
chock-full|chockablock,full
chockablock|chock-full,full
choirmaster|cantor,musician
chokecherry|cherry,fruit
choo-choo|engine,locomotive
chophouse|restaurant,steakhouse
choppiness|roughness,storminess
choppy|jerky,stormy,sudden
choral|anthem,chorale,hymn
chorale|anthem,choral,hymn
chordal|note,tone
chore|duty,job,task
chorister|singer,vocalist
chortle|chuckle,laugh,laughter
christen|baptize,call,name
chronic|degenerative,prolonged
chronicler|historian,historiographer
chronology|arts,humanities
chrysanthemum|bloom,blossom,flower
chubbiness|plumpness,pudginess,roundness
chubby|buxom,fat,plump
chuckhole|hole,hollow,pothole
chuckle|chortle,laugh,laughter
chug|go,noise,sound
chukka|play,shoe
chumminess|camaraderie,comradeship,sociability
chummy|close,friendly,thick
churlish|ill-natured,ungracious
chyme|food,nutrient
ciao|acknowledgement,acknowledgment,aloha
cicatrice|cicatrix,scar,symptom
cicatrix|cicatrice,scar,symptom
cigarette|butt,fag,smoke
cilantro|coriander,herb
cinchona|bark,tree
cinder|clinker,fragment
cinematographer|cameraman,photographer
cinnamon|bark,laurel,spice
circlet|adornment,circle
circuitous|devious,indirect,roundabout
circumcision|abscission,rite
circumnavigate|circle,compass
circumnavigation|travel,traveling
circumpolar|polar,visible
circumspect|discreet,prudent
circumstantially|accidentally,minutely,unexpectedly
circumvention|escape,evasion
citadel|bastion,fastness,stronghold
citizen|national,subject
citizenry|group,grouping,people
city|metropolis,municipality
civic|civil,national,subject
civilian|citizen,civil,noncombatant
civility|courtesy,formality,politeness
cladding|facing,protection
claimant|applicant,applier
clammy|dank,wet
clampdown|limitation,restriction
clan|kin,kindred,tribe
clapboard|cover,siding
clapping|applause,approval,commendation
claret|booze,drink,fuddle
class-conscious|hierarchic,hierarchical,stratified
classicism|arts,humanities,idiom
classicist|artist,humanist
classifiable|distinctive,identifiable
classifier|morpheme,thinker,word
classless|democratic,egalitarian
classroom|room,schoolroom
clatter|clack,noise,resound
clausal|construction,expression
claustrophobic|afraid,confined
clavicle|bone,collarbone
clavier|fingerboard,keyboard
clayey|compact,heavy
cleaners|shop,store
cleaning|cleanup,improvement
cleanly|clean,flawlessly
cleanser|cleaner,formulation,preparation
clear-sighted|discerning,perspicacious,sighted
clearheaded|clear,unclouded
cleaver|chopper,knife
clerical|employee,priesthood,white-collar
cliched|ready-made,unoriginal
clientele|business,patronage,people
cliff|drop,drop-off,formation
climbable|passable,surmountable
clip-on|attachable,device
cloakroom|lounge,room
cloche|millinery,protection
cloddish|doltish,stupid
clodhopper|brogan,brogue,shoe
cloistral|cloistered,monastic,unworldly
clomp|clump,walk
clonal|being,organism
close-fitting|close,snug,tight
closefisted|stingy,tightfisted,ungenerous
closemouthed|close,secretive,uncommunicative
clothespin|fastener,fastening
clothier|haberdasher,merchandiser,merchant
cloudless|clear,unclouded
clove|ail,garlic,spice
clover|herb,trefoil
clownish|buffoonish,humorous,zany
clubfoot|deformity,malformation
clubhouse|building,club,edifice
cnidarian|coelenterate,invertebrate
coagulant|agent,coagulator
coagulation|action,activity
coagulator|agent,coagulant
coarsen|alter,change,modify
coauthor|author,writer
coaxer|inducer,persuader,wheedler
coca|bush,comedienne,shrub
cochineal|dye,dyestuff
cockade|decoration,ornament,ornamentation
